run_id,date,strategy,total_queries,recall_at_5,recall_at_10,recall_at_20,mrr_at_10,success_at_1,precision_at_5,precision_at_10,avg_time_seconds,avg_retrieval_time_seconds,avg_generation_time_seconds,avg_prompt_tokens,avg_completion_tokens,avg_total_tokens,total_prompt_tokens,total_completion_tokens,total_tokens,retrieval_success_rate,generation_success_rate
run_001,2026-05-03T17:15:30.891049,vector_only,100,0.84,0.87,0.87,0.7966666666666667,0.75,0.22200000000000003,0.115,1315.9476149082184,0.016707286834716797,11.872951350212098,651.76,999.57,1651.33,65176,99957,165133,1.0,0.09
run_002,2026-05-03T17:15:30.891049,hybrid,100,0.77,0.81,0.81,0.7624166666666666,0.74,0.20400000000000001,0.10700000000000001,1287.7258822917938,0.027514803409576415,11.917795207500458,608.56,983.67,1592.23,60856,98367,159223,1.0,0.13
